jednostka,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Iwkowa,,1292.0,1441.0,1431.0,1863.0,1974.39,2260.47,2382.28,2633.61,2876.03,3095.69,3287.99,3056.83,3355.92,3565.11,4140.99,4547.11,5565.22
Szczurowa,,1282.0,1334.0,1445.0,1791.0,2172.02,1966.58,2283.46,2406.17,4512.7,4409.27,3581.65,3103.98,3163.43,2741.9,3496.23,3749.48,4913.25
Powiat dąbrowski,,1259.0,1360.0,1464.0,1758.0,2075.94,2085.28,2335.21,2737.14,3298.79,3078.81,3183.85,2934.63,2928.96,3133.8,3660.99,3949.83,3922.29
Bolesław,,1244.0,1189.0,1407.0,1522.0,1908.01,1832.24,2947.05,2355.65,3003.65,3699.51,2950.97,2418.34,2403.24,2428.44,2907.49,3053.99,3195.06
Dąbrowa Tarnowska,,1221.0,1244.0,1341.0,1503.0,1972.57,1877.6,2152.34,2295.77,2570.9,2949.0,2633.74,2802.37,2849.41,3024.91,3390.49,3824.58,3994.0
Gręboszów,,1298.0,1336.0,1386.0,1501.0,1830.93,1896.92,2255.16,2224.86,3285.88,3519.16,3334.17,2649.4,2389.85,2638.43,2984.82,3216.33,3376.82
Mędrzechów,,1258.0,1214.0,1278.0,1468.0,1823.67,2106.84,2449.53,2962.1,3030.97,2953.93,2986.22,2748.25,2858.28,3074.71,3463.71,3669.01,3915.45
Olesno,,1010.0,1212.0,1376.0,1581.0,1805.46,2464.2,2215.62,2388.07,2639.63,2547.28,3109.55,2624.37,2729.32,2541.33,3098.44,3421.72,3819.96
Radgoszcz,,1418.0,1699.0,1586.0,2035.0,2084.75,2163.55,2557.52,2892.41,3864.04,3609.69,3844.04,3430.74,3217.01,3623.82,4131.95,4307.12,4290.41
Szczucin,,1365.0,1522.0,1715.0,2291.0,2551.63,2237.45,2417.89,,,,,,,,,,
Szczucin,,,,,,,,,3683.95,4652.13,3089.87,3793.73,3284.34,3282.49,3679.02,4552.11,4714.62,3950.03
Powiat tarnowski,,1298.0,1305.0,1489.0,1671.0,1860.07,2023.74,2236.85,2363.96,2801.64,2882.82,2911.75,2779.45,2829.03,3019.2,3494.94,3767.2,4150.13
Ciężkowice,,1485.0,1461.0,1490.0,1835.0,2135.21,2186.0,2414.92,2502.33,3047.29,3332.16,3311.79,3057.66,3220.8,3563.32,4094.71,4201.16,4441.24
Gromnik,,1424.0,1375.0,1481.0,1881.0,2027.55,2143.96,2384.54,2702.1,3174.82,3188.64,3335.04,2869.67,2855.12,3194.23,3629.3,3990.05,4359.28
Lisia Góra,,1313.0,1444.0,1501.0,1690.0,1914.53,2123.8,2210.89,2328.01,2471.66,2618.91,2715.48,2752.47,2784.98,2899.38,3370.67,3766.67,4086.71
Pleśna,,1306.0,1296.0,1510.0,1593.0,1882.12,1970.82,2151.25,2284.04,2762.27,3333.08,2618.01,2689.79,2849.76,3001.36,3339.28,3580.53,4403.05
Radłów,,1269.0,1361.0,1406.0,1534.0,1771.62,1952.54,2220.78,2135.21,,,,,,,,,
Radłów,,,,,,,,,,2580.58,2591.73,3282.61,2694.43,2735.1,4144.62,3475.76,3397.01,4190.6
Ryglice,,1244.0,1267.0,1423.0,1736.0,1911.6,2055.33,2310.53,2499.23,3140.99,3053.04,3129.41,3006.33,3012.77,3230.71,3747.9,4008.92,4532.01
Rzepiennik Strzyżewski,,1350.0,1296.0,1423.0,1648.0,2095.66,2219.91,2385.19,2544.13,3395.83,3146.88,3056.13,2937.54,3306.23,3174.98,4060.29,4599.7,5193.46
Skrzyszów,,1340.0,1407.0,1596.0,1707.0,1853.19,1987.63,2331.34,2370.73,2522.16,2483.93,2613.34,2774.44,2696.58,2999.8,3497.94,3558.53,3888.18
Tarnów,,1165.0,1202.0,1472.0,1640.0,1770.71,2005.78,2211.41,2384.38,2879.17,2514.35,2759.29,2645.27,2705.65,2675.3,3374.54,3670.28,3917.32
Tuchów,,1230.0,1320.0,1394.0,1574.0,1720.87,1903.22,2041.73,2199.4,2826.79,2600.41,2600.85,2831.28,2736.29,2839.41,3425.93,3772.86,4020.72
Wierzchosławice,,1319.0,1178.0,2080.0,2285.0,1696.65,1759.72,1830.58,2174.69,2785.29,3980.7,2471.41,2281.13,2433.0,2699.73,3134.87,3244.15,3594.18
Wietrzychowice,,1231.0,1235.0,1378.0,1532.0,1772.3,2441.16,2773.91,2319.15,5483.59,2833.35,2894.18,3836.7,3011.99,2542.5,3173.09,3505.69,3647.74
Wojnicz,,1285.0,1305.0,1472.0,1557.0,1896.05,,,,,,,,,,,,
Wojnicz,,,,,,,2012.63,2261.09,2389.8,2320.41,2479.98,2842.11,2580.0,2879.37,3018.17,3368.37,3575.54,4080.07
Zakliczyn,,1374.0,1386.0,1414.0,1631.0,,,,,,,,,,,,,
Zakliczyn,,,,,,1967.14,2048.99,2217.06,2404.3,2409.09,3058.98,2939.27,2966.88,3032.72,3377.39,3827.32,4327.57,4715.2
Żabno,,1303.0,1188.0,1386.0,1521.0,1725.12,1930.48,2181.03,2148.47,2281.69,2846.65,3462.56,2668.29,2568.48,2565.68,3178.11,3449.09,3747.97
Szerzyny,,,1248.0,1434.0,1512.0,1945.79,2159.29,2516.96,2883.98,3416.55,3098.01,2827.71,2855.85,3224.24,3210.71,3777.54,4302.5,4479.25
Powiat m.Tarnów,,2070.0,2105.0,2223.0,2554.0,2844.15,3029.11,3475.92,3801.93,4246.97,4264.35,4654.17,4757.87,4822.21,5294.79,5591.04,6124.86,6223.82
Tarnów,,2070.0,2105.0,2223.0,2554.0,2844.15,3029.11,3475.92,3801.93,4246.97,4264.35,4654.17,4757.87,4822.21,5294.79,5591.04,6124.86,6223.82
Powiat nowotarski,,1304.0,1330.0,1487.0,1711.0,1946.85,2086.46,2356.76,2577.12,2867.87,2863.57,2930.32,3081.85,3261.39,3312.15,3896.38,4179.66,4501.04
Nowy Targ,,1377.0,1286.0,1470.0,1670.0,1755.1,1930.98,2081.24,2102.7,2715.48,2483.44,2996.04,3463.23,3319.77,3130.59,3835.82,4069.59,4659.98
Szczawnica,,1211.0,1349.0,1505.0,1893.0,2145.4,2248.51,,,,,,,,,,,
Szczawnica,,,,,,,,2322.66,3234.72,4845.07,4210.53,3207.61,3277.14,3494.87,4747.56,3929.38,4198.26,4635.41
Czarny Dunajec,,1197.0,1233.0,1408.0,1696.0,1817.73,2083.22,2296.46,2396.77,2804.74,2800.63,3043.11,2854.35,2961.61,3483.36,4012.9,4118.36,4505.33
Czorsztyn,,1332.0,1510.0,1607.0,1734.0,2232.18,2094.88,2429.29,2395.86,3198.27,3216.25,2644.08,2979.98,3669.35,3365.84,4085.37,4286.29,4915.2
Jabłonka,,1300.0,1308.0,1521.0,1753.0,2022.86,2092.31,2323.16,2734.65,2972.88,3158.84,2960.34,3126.29,3771.91,3500.46,3884.56,4295.16,4625.77
Krościenko nad Dunajcem,,1376.0,1403.0,1445.0,1616.0,1885.16,2071.78,2339.3,2473.55,2583.57,2650.16,2823.77,2795.18,3043.7,3187.96,4049.25,4354.54,4480.86
Lipnica Wielka,,1805.0,1622.0,1848.0,1963.0,2475.64,2356.59,2478.22,2701.13,2847.67,3326.26,3667.69,3342.83,3325.29,3506.39,3766.38,4308.75,4823.08
Łapsze Niżne,,1371.0,1348.0,1520.0,1750.0,2213.97,2194.49,2481.81,3186.85,3072.49,2827.31,3275.21,3027.23,3715.01,3412.81,4043.8,4412.24,4623.28
Nowy Targ,,1240.0,1281.0,1428.0,1619.0,2010.92,2083.62,2290.34,2537.39,2754.14,2784.38,2774.6,3168.27,3257.32,3310.92,3908.77,4251.8,4253.32
Ochotnica Dolna,,1375.0,1732.0,1648.0,2268.0,2291.54,2458.81,3317.67,3980.41,3524.1,3383.56,3436.92,3653.98,3709.25,3843.95,4467.77,4932.16,5079.12
Raba Wyżna,,1239.0,1336.0,1366.0,1544.0,1824.12,2043.43,2528.62,2697.89,2460.07,2447.08,2498.6,2801.37,3127.55,3067.08,3876.1,4022.77,4220.06
Rabka-Zdrój,,1210.0,1245.0,1444.0,1591.0,1828.96,2105.92,2426.24,2262.06,2395.22,2665.31,2661.24,2648.77,2825.97,2814.96,3573.04,3681.59,4043.79
Spytkowice,,1474.0,1484.0,1728.0,1835.0,1987.82,2063.6,2400.87,2590.96,2724.72,3238.63,2915.22,3715.35,3106.27,3179.47,4005.43,4356.0,4363.18
Szaflary,,1222.0,1213.0,1495.0,1686.0,1832.97,1988.2,2274.8,2693.88,2835.48,2936.46,2785.23,2486.22,2716.61,2844.25,3585.75,4162.03,4395.69
Powiat suski,,1350.0,1375.0,1471.0,1862.0,1963.37,2283.11,2279.41,2348.67,2492.17,2702.86,2742.76,2814.72,3064.66,3184.28,3811.25,4201.89,4570.98
Jordanów,,1616.0,1820.0,1458.0,1670.0,1770.08,1915.66,2064.5,2635.75,2499.36,2819.14,2757.48,2858.23,2712.02,3014.99,3680.04,3979.81,4610.09
Sucha Beskidzka,,1454.0,1351.0,1515.0,1890.0,1801.23,2085.48,2126.62,1994.47,2494.81,2542.07,2643.06,2755.44,3241.33,3288.29,4154.22,4411.56,5090.09
Budzów,,1431.0,1442.0,1407.0,1703.0,1938.23,2162.2,2391.56,2576.08,2676.01,2752.64,2971.91,2912.16,2985.92,3137.79,3795.01,4365.55,4448.11
Bystra-Sidzina,,1289.0,1359.0,1534.0,1773.0,2049.83,2242.48,2539.02,2747.19,2892.53,2802.82,2965.42,3060.7,3282.64,3210.13,4134.64,4524.63,5107.05
Jordanów,,1279.0,1421.0,1513.0,1667.0,1959.05,2356.28,2484.35,2577.1,2633.36,2655.77,2985.72,2912.13,3020.17,3230.03,3850.94,4075.15,4378.73
Maków Podhalański,,1216.0,1282.0,1377.0,1601.0,1738.0,2127.06,2049.09,2106.29,2207.9,2557.99,2451.91,2482.7,2622.79,2914.1,3497.38,4031.32,4063.08
Stryszawa,,1294.0,1281.0,1434.0,2028.0,1900.39,2150.12,2188.4,2209.65,2320.15,2642.85,2748.48,2796.01,3125.07,3092.2,3672.43,4074.82,4413.5
Zawoja,,1300.0,1337.0,1572.0,1780.0,1979.41,2115.43,2189.27,2490.85,2515.67,2886.49,2822.48,3149.95,3338.0,3716.96,4271.57,4539.4,4992.71
Zembrzyce,,1583.0,1369.0,1528.0,3225.0,3126.71,4063.24,2875.69,2200.26,2601.58,3009.03,2515.77,2705.08,3762.72,3240.1,3380.52,3874.36,4719.58
Powiat tatrzański,,1527.0,1554.0,1702.0,1876.0,2154.78,2391.3,2624.54,2772.5,3152.48,2963.74,3030.52,3140.31,3383.4,3843.09,4341.81,4867.99,5009.22
Zakopane,,1893.0,1917.0,2041.0,2254.0,2367.03,2732.53,2959.83,3068.02,3392.85,3278.47,3381.97,3469.01,3732.43,4292.29,4691.4,5698.72,5521.07
Biały Dunajec,,1279.0,1293.0,1452.0,1618.0,1970.95,2157.09,2286.15,2252.66,2676.44,2422.99,2663.94,2979.36,2837.53,2977.11,3706.84,3983.95,4403.33
Bukowina Tatrzańska,,1320.0,1372.0,1543.0,1611.0,2112.31,2080.18,2521.1,2513.93,2793.1,2867.72,2833.85,2874.17,3258.93,4496.16,4668.11,4905.39,4788.26
Kościelisko,,1173.0,1173.0,1440.0,1645.0,2114.76,2418.2,2407.04,2866.98,3384.52,3025.78,2989.32,3308.85,3259.6,2986.52,3974.46,4068.08,4604.96
Poronin,,1207.0,1253.0,1349.0,1537.0,1805.43,2015.54,2282.31,2599.88,3085.67,2583.08,2650.57,2614.85,3113.73,3195.42,3802.68,4013.95,4740.0
ŚLĄSKIE,,1774.0,1722.0,1979.0,2191.0,2413.54,2727.16,2948.0,3007.2,3279.71,3420.73,3547.64,3744.71,4040.71,4115.07,4494.0,4774.47,5229.03
Powiat bielski,,1420.0,1386.0,1566.0,1826.0,1843.7,2041.3,2234.99,2266.09,2664.02,2938.47,2886.5,2865.51,3015.02,3221.54,3826.06,4109.42,4494.72
Szczyrk,,1723.0,1742.0,1564.0,1851.0,2039.46,2958.58,3186.45,2340.09,3239.42,4889.33,4218.7,3544.38,3758.1,3744.95,4682.39,6311.52,5200.82
Bestwina,,1432.0,1354.0,1580.0,1794.0,1846.23,1917.68,2287.39,2273.52,2651.7,2856.0,2551.33,2477.03,2608.5,2958.61,3351.01,3820.78,4312.39
Buczkowice,,1281.0,1345.0,1426.0,2019.0,1972.97,2010.35,2192.13,2207.43,3085.65,3829.4,3164.04,2766.87,3041.02,3096.33,3732.6,4017.79,4815.03
Czechowice-Dziedzice,,1591.0,1437.0,1645.0,1833.0,1921.71,2089.37,2369.82,2320.56,2742.67,2676.23,2900.09,2799.39,3031.81,3230.18,3841.49,4084.86,4291.28
Jasienica,,1244.0,1241.0,1466.0,1791.0,1726.98,2009.4,2097.1,2189.36,2313.08,2596.92,3126.31,3028.79,2969.57,3175.63,3844.3,4173.59,4770.84
Jaworze,,1503.0,1537.0,1689.0,1699.0,2001.0,2202.02,2268.68,2472.65,3368.97,4970.06,2861.95,3666.12,4089.82,3699.61,4539.06,4525.22,4817.37
Kozy,,1426.0,1449.0,1892.0,2059.0,1828.5,2069.49,2274.99,2389.81,2527.92,2619.76,2720.05,2956.4,3055.64,3380.47,4091.26,4219.36,4699.78
Porąbka,,1428.0,1339.0,1491.0,1795.0,1798.75,1869.66,2016.87,2286.4,2675.71,2588.15,2444.48,2521.34,2865.08,3290.52,3484.84,3754.36,3931.2
Wilamowice,,1256.0,1348.0,1527.0,1628.0,1753.16,1863.94,2010.21,2089.16,2458.51,2534.65,2702.15,2784.02,2890.78,2910.4,3687.04,3851.38,4557.98
Wilkowice,,1186.0,1299.0,1330.0,1833.0,1652.61,1938.92,2032.34,2186.56,2388.82,3012.57,2810.1,2919.65,2762.21,3282.4,3796.06,3878.04,4476.19
Powiat cieszyński,,1425.0,1466.0,1583.0,1805.0,1978.92,2195.49,2398.73,2580.0,2814.11,2990.97,3035.14,3066.27,3236.38,3374.22,3929.01,4212.77,4605.73
Cieszyn,,1501.0,1647.0,1802.0,1929.0,2067.12,2361.83,2636.09,3075.32,3077.26,3504.17,3725.89,3257.17,3605.7,3847.32,4347.11,4677.98,4754.48
Ustroń,,2114.0,2016.0,2098.0,2431.0,2537.43,2967.61,3106.29,3203.52,3599.77,3570.56,3636.08,3617.67,3987.38,3980.08,4827.93,5066.57,5423.27
Wisła,,1407.0,1425.0,1703.0,2010.0,2253.82,2611.51,2770.57,3576.09,3484.62,4029.88,3444.83,3705.36,3854.62,3677.52,4116.96,4363.84,4912.45
Brenna,,1383.0,1242.0,1381.0,1762.0,1900.25,1953.74,2194.72,2347.6,2801.3,2908.41,3031.0,2896.39,2805.64,2976.27,3874.14,4099.74,4590.19
Chybie,,1165.0,1183.0,1274.0,1507.0,1669.85,1808.82,1984.17,1995.13,2221.51,2812.19,2537.04,3419.71,3725.76,3648.87,3830.88,3907.18,4429.4
Dębowiec,,1392.0,1345.0,1461.0,1791.0,2030.73,2133.48,2377.84,2354.93,2955.37,2622.75,2965.49,3434.4,3003.1,3314.72,3710.24,4137.81,4592.44
Goleszów,,1105.0,1248.0,1294.0,1391.0,1569.3,1805.11,2008.99,2072.68,2183.07,2167.22,2243.02,2325.74,2478.05,2609.52,3283.84,3569.31,3823.32
Hażlach,,1174.0,1274.0,1359.0,1517.0,1710.29,1821.16,2059.96,2138.47,2278.59,2357.03,2663.33,2544.96,2694.61,2892.18,3420.87,3771.0,4177.75
Istebna,,1395.0,1661.0,1589.0,1897.0,2560.55,2399.19,2620.39,2736.02,2763.19,3191.44,2789.09,3150.04,3139.04,3381.06,4194.01,4565.29,5892.76
Skoczów,,1409.0,1378.0,1438.0,1631.0,1738.25,1916.2,2047.54,2081.33,2573.63,2482.19,2541.81,2562.44,2755.26,3099.66,3572.6,3913.74,4272.4
Strumień,,1273.0,1264.0,1412.0,1603.0,1743.42,2033.2,2312.23,2234.73,2625.61,2843.43,3101.07,3160.56,3396.64,3231.43,3674.4,3936.28,4223.67
Zebrzydowice,,1305.0,1277.0,1552.0,1828.0,1851.86,2120.4,2269.8,2333.54,2659.99,2610.75,2662.96,3045.4,2987.8,3092.28,3565.62,3726.45,4119.22
Powiat żywiecki,,1362.0,1394.0,1661.0,1853.0,2177.47,2303.42,2386.45,2587.42,3019.29,2986.63,2979.77,3025.66,3217.67,3223.37,3765.03,4117.03,4435.44
Żywiec,,1557.0,1607.0,2187.0,2243.0,2262.47,2514.65,2659.04,3093.31,3154.98,2716.14,2966.03,3312.5,3458.88,3182.13,3936.68,4603.19,4560.58
Czernichów,,1893.0,1929.0,2069.0,2294.0,3204.19,4138.84,3028.39,2972.96,4204.35,4677.67,3814.99,3800.79,3608.78,3489.39,3834.09,4094.58,4063.57
Gilowice,,1200.0,1266.0,1378.0,1560.0,1881.95,2007.13,2231.42,2335.82,2547.44,2601.87,2930.74,2861.78,2883.77,2973.51,3578.99,3764.55,4088.46
Jeleśnia,,1353.0,1320.0,1599.0,1879.0,2038.62,2160.79,2321.56,2657.02,2737.81,2774.26,2842.33,2659.56,3129.84,3191.9,3636.08,3865.79,4231.96
Koszarawa,,1284.0,1309.0,1559.0,1642.0,2154.49,2235.95,2381.55,2820.65,3412.51,4320.92,4289.98,4432.01,4758.22,4531.57,4743.0,5063.56,5734.7
Lipowa,,1218.0,1250.0,1450.0,1565.0,2148.47,1935.12,2331.34,2578.54,2515.41,2401.79,2644.57,2865.11,2911.58,3164.96,3561.4,3845.66,4449.53
Łękawica,,1242.0,1368.0,1524.0,1894.0,2385.61,2375.98,2407.02,2373.99,3749.3,4284.91,3668.88,3159.85,3464.86,4225.48,4015.7,4479.82,5373.55
Łodygowice,,1306.0,1326.0,1602.0,1730.0,1916.66,2191.2,2183.02,2415.14,2891.02,2814.58,2845.7,2663.72,3062.38,3318.87,3433.28,3700.19,4109.83
Milówka,,1326.0,1408.0,1498.0,1845.0,2530.14,2226.53,2374.79,2558.55,2624.2,3303.07,2996.78,3141.86,3228.79,3315.64,3703.93,4052.99,4477.62
Radziechowy-Wieprz,,1179.0,1279.0,1372.0,1627.0,1771.07,2014.51,2359.57,2073.94,2360.76,2601.74,2564.8,2516.56,2751.07,2854.19,3417.03,3892.67,3977.29
Rajcza,,1288.0,1383.0,1575.0,1732.0,2214.17,2106.51,2235.81,2503.7,2938.77,2777.9,2924.83,3211.62,3362.76,3303.15,4009.05,4325.04,4794.97
Ślemień,,1348.0,1197.0,1668.0,1988.0,3524.8,3291.7,2804.72,3598.22,6492.3,4928.41,3845.09,3742.51,3408.57,3101.89,4627.49,4142.65,4812.71
Świnna,,1255.0,1324.0,1380.0,1615.0,2065.08,2047.54,2060.22,2134.03,2687.81,2838.1,3028.96,2745.59,3157.13,3138.83,3797.27,4125.59,4524.96
Ujsoły,,1364.0,1258.0,1572.0,1794.0,1979.55,2400.05,2346.68,2555.83,3725.83,3774.39,3588.52,3706.39,3487.63,3412.98,3902.8,3979.54,4314.06
Węgierska Górka,,1251.0,1210.0,1328.0,1598.0,1864.84,1896.71,2055.88,2071.78,2847.04,2738.06,2677.59,2656.66,2991.52,2993.51,3721.82,3948.97,4533.52
Powiat m.Bielsko-Biała,,2076.0,1992.0,2365.0,2604.0,2864.1,3091.56,3542.3,3915.47,3895.54,4029.91,4138.76,4295.79,4633.05,4701.14,5304.48,5935.15,6243.61
Bielsko-Biała,,2076.0,1992.0,2365.0,2604.0,2864.1,3091.56,3542.3,3915.47,3895.54,4029.91,4138.76,4295.79,4633.05,4701.14,5304.48,5935.15,6243.61
Powiat lubliniecki,,1325.0,1409.0,1563.0,1707.0,1952.4,2148.43,2418.06,2519.96,2728.03,2865.96,3052.93,2972.45,3178.56,3496.23,3881.58,3973.15,4555.48
Lubliniec,,1284.0,1412.0,1705.0,1745.0,1945.11,2276.67,2208.47,2655.75,2349.77,2436.49,2757.41,2855.61,3109.49,3162.73,3842.52,3753.69,4277.82
Boronów,,1595.0,1784.0,1710.0,1961.0,2192.24,2274.17,2456.87,2575.78,3054.32,4008.06,4154.57,3779.94,3890.26,3828.1,5020.15,4804.67,5569.79
Ciasna,,1390.0,1295.0,1494.0,1745.0,2188.04,2068.38,2328.32,2412.01,3734.13,4082.86,3513.16,3313.67,3866.27,4256.59,4126.67,4333.84,5937.05
Herby,,1515.0,1627.0,1520.0,1700.0,2012.16,2353.5,3536.58,2638.45,2842.67,3060.02,3068.2,3139.67,3313.84,3458.03,3875.71,4206.53,4627.35
Kochanowice,,1336.0,1462.0,1646.0,1672.0,1883.06,2353.41,2229.57,2252.38,2902.3,2835.34,3073.62,3000.02,3142.04,3156.49,3600.61,3968.12,4288.67
Koszęcin,,1196.0,1203.0,1360.0,1447.0,1610.71,1692.19,2145.59,2295.67,2294.78,2395.4,2874.62,2610.18,2833.7,3264.38,3502.0,3736.4,4266.84
Pawonków,,1276.0,1617.0,1470.0,1652.0,2069.5,2133.07,2749.5,2736.04,2802.72,2779.42,3096.64,3093.72,2829.97,3034.44,3638.98,3795.68,4085.04
Woźniki,,1323.0,1282.0,1488.0,1868.0,2027.65,2112.74,2424.31,2472.92,3027.3,3085.29,3208.29,2936.44,3148.1,4486.87,4229.31,4196.97,4630.25
Powiat tarnogórski,,1387.0,1378.0,1505.0,1637.0,1849.16,2127.09,2188.87,2218.29,2568.67,2797.2,2770.52,3179.96,3532.4,3558.48,3901.24,4217.09,4554.12
Kalety,,1122.0,1109.0,1246.0,1267.0,1406.01,1605.99,1635.41,1763.43,2118.14,2422.01,2490.18,2919.83,2931.22,3137.82,3554.15,4054.19,4263.6
Miasteczko Śląskie,,2008.0,1986.0,2186.0,2037.0,2492.33,2973.61,2841.66,2569.05,2742.41,3042.38,3226.26,3429.68,3535.94,3727.46,4517.67,4660.42,4938.12
Radzionków,,1186.0,1166.0,1203.0,1400.0,1764.37,2062.45,2070.29,1945.75,2193.86,2854.73,2707.61,2903.63,3320.33,2980.06,3527.22,4402.57,4397.87
Tarnowskie Góry,,1295.0,1309.0,1448.0,1659.0,1782.93,2020.06,2138.64,2206.08,2744.44,2731.61,2536.79,2776.48,3483.93,3657.95,3765.31,4055.4,4457.69
Krupski Młyn,,2531.0,2372.0,2688.0,2559.0,3130.77,3028.6,3176.42,3291.36,3688.0,4160.35,5198.23,4620.76,5111.93,4853.31,5372.36,5864.65,5793.53
Ożarowice,,2425.0,2100.0,2438.0,2203.0,2682.44,3520.19,3034.06,3062.97,2932.25,4022.77,4338.95,10414.74,8067.55,6331.76,4712.09,5366.75,5337.82
Świerklaniec,,1261.0,1405.0,1562.0,1635.0,1852.14,2117.02,1998.01,2175.44,2357.41,2823.27,2670.47,2618.17,2952.16,3231.97,4586.55,4077.02,4660.86
Tworóg,,1237.0,1338.0,1382.0,1500.0,1655.8,1908.38,2088.7,2132.97,2344.99,2760.01,2789.53,2685.15,3124.42,2926.56,3576.33,3805.98,3914.03
Zbrosławice,,1387.0,1282.0,1328.0,1498.0,1665.22,1940.41,2190.9,2201.8,2359.32,2352.32,2671.96,2863.99,2960.94,3258.28,3789.48,4097.24,4783.21
Powiat m.Bytom,,1943.0,1809.0,1973.0,2082.0,2336.68,2570.07,3147.69,2932.53,3448.12,3858.4,3913.31,3898.28,4031.69,3953.28,4381.99,4773.15,5317.43
Bytom,,1943.0,1809.0,1973.0,2082.0,2336.68,2570.07,3147.69,2932.53,3448.12,3858.4,3913.31,3898.28,4031.69,3953.28,4381.99,4773.15,5317.43
Powiat m.Piekary Śląskie,,1435.0,1545.0,1730.0,2018.0,2147.63,2193.51,2456.09,2602.34,2932.7,2812.27,2981.21,3091.32,3511.9,3516.6,4339.84,4532.03,5056.45
Piekary Śląskie,,1435.0,1545.0,1730.0,2018.0,2147.63,2193.51,2456.09,2602.34,2932.7,2812.27,2981.21,3091.32,3511.9,3516.6,4339.84,4532.03,5056.45
Powiat częstochowski,,1242.0,1335.0,1480.0,1659.0,1864.34,2159.25,2265.1,2339.72,2633.8,2884.77,2979.4,2970.11,3025.11,3179.9,3519.41,3864.84,4413.63
Blachownia,,1027.0,1091.0,1205.0,1316.0,1516.5,1726.21,2235.16,1964.38,2095.2,2554.94,2378.89,2295.15,2396.39,2658.63,3106.81,3408.3,4542.75
Dąbrowa Zielona,,1246.0,1317.0,1655.0,1548.0,1858.52,2325.4,2193.63,2841.82,2786.78,4477.14,3566.63,3628.61,3991.79,3826.69,3840.17,4143.97,4964.32
Janów,,1262.0,1410.0,1796.0,1875.0,1886.26,2184.58,2343.49,2260.33,2640.57,2611.89,2998.47,2723.65,2766.35,3090.15,3542.5,4065.6,3997.86
Kamienica Polska,,1227.0,1646.0,1455.0,1421.0,2025.92,2275.08,2223.38,2216.5,2260.25,2707.76,2993.67,3496.82,3090.36,3804.33,3417.27,3488.19,3577.12
Kłomnice,,1205.0,1374.0,1459.0,1844.0,1797.76,2466.31,2058.11,2267.88,2601.76,2996.15,2702.01,2907.48,2998.02,3280.0,3324.59,3596.51,4164.97
Koniecpol,,1007.0,1252.0,1255.0,1488.0,1558.34,1947.32,1983.36,1946.73,2432.51,2540.15,3376.98,2521.91,2674.34,2654.78,3283.88,3943.18,4455.1
Konopiska,,1223.0,1352.0,1561.0,1822.0,1910.46,2162.39,2466.22,2374.11,3168.14,3220.87,3559.1,3221.93,3427.61,3368.63,3613.16,3968.59,4018.79
Kruszyna,,1459.0,1433.0,1578.0,1852.0,2035.7,2457.38,2497.31,2416.94,2828.32,3119.3,3189.34,2951.65,3546.61,3345.39,3560.16,3809.93,4813.67
Lelów,,1185.0,1494.0,1602.0,1827.0,1804.58,1820.51,2155.73,2621.63,2497.35,3478.14,2709.21,4397.73,4215.64,3849.29,4021.87,4329.44,5093.78
Mstów,,1190.0,1190.0,1489.0,1740.0,2108.67,2427.79,2352.98,2326.11,2558.44,2845.67,2392.38,2662.08,2790.07,2769.78,3564.6,3575.3,4270.91
Mykanów,,1229.0,1229.0,1431.0,1601.0,1767.34,2175.55,2389.35,2399.75,2411.72,2429.34,2740.25,2623.24,2854.04,2979.62,3583.97,3874.45,4455.69
Olsztyn,,1447.0,1501.0,1604.0,1776.0,2078.59,2361.79,2554.85,2938.91,3763.65,3442.96,3993.24,3763.74,3551.86,3667.15,3933.76,4180.96,5071.8
Poczesna,,1271.0,1248.0,1477.0,1514.0,2000.71,1983.38,1993.64,2150.74,2650.9,3154.44,3219.59,3293.74,3179.22,3543.29,3573.39,3972.31,4268.25
Przyrów,,1418.0,1440.0,1496.0,1623.0,1958.29,2181.13,2071.21,2469.15,2444.54,2713.25,3278.85,2700.06,2888.39,2969.74,3267.74,4249.53,4536.77
Rędziny,,1487.0,1553.0,1662.0,1888.0,2098.51,2249.49,2498.09,2736.47,2843.44,2430.93,2528.73,2877.16,2616.77,2879.07,3629.23,4079.35,4714.74
Starcza,,1647.0,1453.0,1433.0,1563.0,1762.39,1928.46,2583.92,2382.95,2474.61,2740.2,3726.98,3277.25,3233.41,3811.3,3642.47,4260.86,4221.48
Powiat kłobucki,,1261.0,1344.0,1459.0,1786.0,1837.14,1899.48,2148.89,2209.35,2542.48,2813.48,2724.98,2662.34,2777.04,3121.71,3709.53,3921.45,4430.6
Kłobuck,,1207.0,1185.0,1392.0,1797.0,1757.85,1848.19,2271.63,2150.26,2802.92,3161.77,2686.41,2594.24,2734.2,3068.39,3575.28,3859.86,4307.06
Krzepice,,1271.0,1516.0,1564.0,1544.0,1959.12,1924.91,2025.7,2311.48,2549.84,2283.17,2331.58,2457.26,2801.29,3054.78,3314.48,3586.03,4083.72
Lipie,,1276.0,1342.0,1684.0,2162.0,2238.67,2054.0,2335.01,2481.24,2614.86,2885.28,3194.77,2811.13,2751.31,3527.08,4112.25,4520.09,5210.36
